CustomerID,Recency,Frequency,Monetary,AvgBasketValue,AvgItemsPerBasket,UniqueProducts,CancellationRate,CustomerLifespanDays
13309,61,2.0,126.46,63.23,20.0,7,0.0,94
13310,153,1.0,105.58999999999999,105.58999999999999,20.0,3,0.5,0
13311,36,5.0,400.03000000000003,80.006,17.2,11,0.0,241
13312,2,14.0,778.28,55.59142857142857,14.285714285714286,24,0.0,297
13313,9,15.0,718.2,47.88,12.733333333333333,24,0.0,333
13314,18,44.0,126529.51000000001,2875.670681818182,723.2045454545455,40,0.022222222222222223,299
13315,27,3.0,48.62,16.206666666666667,10.666666666666666,6,0.0,324
13316,7,29.0,11090.07,382.4162068965517,106.34482758620689,40,0.0,295
13317,20,12.0,889.26,74.105,17.0,22,0.14285714285714285,244
13318,65,4.0,301.84000000000003,75.46000000000001,21.0,10,0.0,206
13319,7,11.0,660.02,60.00181818181818,20.363636363636363,21,0.0,313
13320,105,8.0,527.19,65.89875,17.125,16,0.0,256
13321,18,6.0,394.26,65.71,20.833333333333332,15,0.0,255
13322,34,12.0,558.52,46.54333333333333,12.833333333333334,20,0.0,153
13323,112,5.0,322.76,64.55199999999999,15.4,13,0.0,257
13324,150,4.0,167.12,41.78,12.25,8,0.0,192
13325,30,14.0,712.12,50.86571428571428,13.0,21,0.0,253
13326,135,1.0,135.26,135.26,34.0,5,0.0,0
13327,61,10.0,549.85,54.985,10.3,14,0.0,94
13328,28,25.0,8889.81,355.5924,97.92,39,0.0,263
13329,32,20.0,7444.37,372.2185,90.25,35,0.0,267
13330,294,1.0,30.7,30.7,16.0,2,0.0,0
13331,22,52.0,142271.64,2735.9930769230773,736.0384615384615,40,0.05454545454545454,340
13332,28,13.0,471.2,36.246153846153845,10.615384615384615,20,0.07142857142857142,292
13333,11,15.0,6024.19,401.61266666666666,95.73333333333333,35,0.0625,313
13334,28,1.0,115.47999999999999,115.47999999999999,33.0,4,0.0,0
13335,92,8.0,332.67,41.58375,11.625,9,0.1111111111111111,196
13336,49,11.0,520.6800000000001,47.33454545454546,17.272727272727273,22,0.0,306
13337,207,2.0,149.91,74.955,16.0,5,0.0,107
13338,3,52.0,148250.47,2850.970576923077,748.0961538461538,40,0.0,325
13339,17,48.0,143045.78,2980.1204166666666,736.4375,40,0.0,307
13340,108,1.0,67.83,67.83,21.0,3,0.0,0
13341,117,9.0,556.74,61.86,15.333333333333334,18,0.1,199
13342,40,13.0,642.76,49.44307692307692,12.23076923076923,19,0.0,297
13343,359,1.0,121.68,121.68,9.0,1,0.0,0
13344,324,1.0,79.42999999999999,79.42999999999999,10.0,2,0.0,0
13345,131,2.0,218.53,109.265,15.5,5,0.0,139
13346,172,4.0,258.35,64.5875,14.0,8,0.0,158
13347,8,9.0,482.22,53.580000000000005,14.666666666666666,17,0.0,283
13348,40,29.0,12395.08,427.41655172413795,110.20689655172414,40,0.0,303
13349,51,4.0,293.81,73.4525,23.75,13,0.0,246
13350,3,26.0,8487.15,326.42884615384617,85.92307692307692,37,0.037037037037037035,364
13351,39,9.0,296.66,32.96222222222222,10.11111111111111,14,0.0,230
13352,12,5.0,328.73,65.74600000000001,14.2,9,0.0,310
13353,96,5.0,183.68,36.736000000000004,9.8,10,0.0,240
13354,54,16.0,801.63,50.101875,16.0625,27,0.0,224
13355,38,3.0,89.0,29.666666666666668,7.0,5,0.0,224
13356,206,1.0,25.06,25.06,10.0,3,0.0,0
13357,6,47.0,133850.97,2847.892978723404,769.1276595744681,40,0.04081632653061224,304
13358,283,1.0,167.3,167.3,44.0,5,0.0,0
13359,8,2.0,114.61999999999999,57.309999999999995,17.0,7,0.0,111
13360,182,1.0,19.009999999999998,19.009999999999998,8.0,2,0.0,0
13361,58,9.0,416.3,46.25555555555556,14.11111111111111,17,0.0,219
13362,49,12.0,593.27,49.439166666666665,11.166666666666666,22,0.0,233
13363,33,4.0,147.09,36.7725,10.75,5,0.0,256
13364,59,5.0,204.03,40.806,12.6,9,0.0,288
13365,15,20.0,8296.63,414.83149999999995,102.15,38,0.047619047619047616,323
13366,53,12.0,699.36,58.28,15.916666666666666,25,0.07692307692307693,263
13367,13,6.0,547.65,91.27499999999999,20.166666666666668,14,0.0,351
13368,22,8.0,364.67,45.58375,10.5,14,0.0,249
13369,49,1.0,63.68,63.68,19.0,2,0.0,0
13370,12,7.0,261.46999999999997,37.35285714285714,14.0,15,0.0,236
13371,18,8.0,365.13,45.64125,12.625,14,0.0,276
13372,4,52.0,134187.76,2580.5338461538463,684.1153846153846,40,0.018867924528301886,344
13373,29,54.0,163212.43939999994,3242.0495346572093,840.2517777777778,40,0.01818181818181818,284
13374,68,9.0,436.49,48.49888888888889,10.444444444444445,12,0.0,281
13375,26,9.0,407.79,45.31,9.555555555555555,13,0.0,241
13376,33,12.0,483.42,40.285000000000004,11.583333333333334,21,0.0,185
13377,5,47.0,152448.69,3242.0495346572093,840.2517777777778,40,0.0,320
13378,50,8.0,507.97,63.49625,15.625,16,0.0,258
13379,4,3.0,121.65,40.550000000000004,10.666666666666666,5,0.0,357
13380,10,8.0,513.13,64.14125,20.25,17,0.0,175
13381,60,9.0,394.54,43.83777777777778,15.444444444444445,16,0.0,177
13382,31,9.0,246.35999999999999,27.37333333333333,8.333333333333334,14,0.0,269
13383,3,54.73999999999978,163212.43939999994,3097.6985964912283,838.8947368421053,40,0.03389830508474576,313
13384,243,3.0,137.32,45.77333333333333,10.666666666666666,4,0.0,108
13385,8,10.0,681.54,68.154,18.3,25,0.0,298
13386,9,37.0,121187.37,3242.0495346572093,840.2517777777778,40,0.0,324
13387,17,44.0,108030.73,2455.2438636363636,645.0909090909091,40,0.0,312
13388,17,10.0,514.67,51.467,14.8,19,0.0,270
13389,43,13.0,889.86,68.45076923076923,17.53846153846154,21,0.0,308
13390,155,4.0,233.91,58.4775,13.25,7,0.0,188
13391,48,1.0,63.580000000000005,63.580000000000005,11.0,1,0.0,0
13392,89,2.0,46.56,23.28,11.5,3,0.3333333333333333,154
13393,223,1.0,16.25,16.25,3.0,2,0.0,0
13394,28,28.0,10812.04,386.14428571428573,100.53571428571429,39,0.034482758620689655,314
13395,123,6.0,459.90999999999997,76.65166666666666,22.166666666666668,19,0.14285714285714285,112
13396,121,4.0,273.65999999999997,68.41499999999999,21.25,11,0.0,225
13397,100,11.0,753.29,68.4809090909091,18.363636363636363,21,0.0,227
13398,23,13.0,666.36,51.25846153846154,12.846153846153847,23,0.0,278
13399,184,3.0,116.4,38.800000000000004,15.0,6,0.0,152
13400,21,26.0,9755.07,375.195,91.92307692307692,39,0.0,309
13401,93,1.0,0.86,0.86,1.0,1,0.0,0
13402,7,8.0,348.03,43.50375,10.625,14,0.0,327
13403,8,25.0,8015.97,320.6388,89.2,37,0.0,300
13404,373,1.0,24.5,24.5,13.0,3,0.0,0
13405,12,12.0,899.56,74.96333333333332,18.5,22,0.0,334
13406,42,5.0,409.99,81.998,13.6,10,0.0,180
13407,38,10.0,512.06,51.205999999999996,14.6,20,0.0,200
13408,97,1.0,119.74,119.74,23.0,3,0.0,0
13409,3,24.0,8850.73,368.78041666666667,90.16666666666667,39,0.0,321
13410,39,5.0,279.62,55.924,21.2,11,0.0,193
13411,131,5.0,247.57999999999998,49.516,14.4,10,0.16666666666666666,138
13412,26,14.0,598.8199999999999,42.77285714285714,13.428571428571429,21,0.06666666666666667,322
13413,54,10.0,665.5600000000001,66.55600000000001,17.9,23,0.0,279
13414,11,52.0,163212.43939999994,3165.9688461538462,810.0961538461538,40,0.018867924528301886,337
13415,1,40.0,132634.03,3242.0495346572093,840.2517777777778,40,0.0,335
13416,2,9.0,422.69,46.965555555555554,12.88888888888889,16,0.0,276
13417,42,9.0,468.3,52.03333333333333,10.88888888888889,13,0.0,272
13418,98,3.0,202.61,67.53666666666668,13.0,8,0.0,124
13419,17,2.0,40.72,20.36,8.0,4,0.0,308
13420,55,6.0,265.35,44.225,16.666666666666668,12,0.0,177
13421,181,5.0,295.58,59.116,15.0,10,0.0,68
13422,3,35.0,14963.960000000001,427.5417142857143,114.57142857142857,40,0.0,331
13423,42,22.0,7862.86,357.40272727272725,88.77272727272727,39,0.0,291
13424,18,4.0,264.44,66.11,9.25,6,0.0,281
13425,40,5.0,419.14000000000004,83.828,19.2,10,0.0,89
13426,99,5.0,247.78,49.556,17.0,12,0.0,204
13427,48,5.0,272.75,54.55,14.0,14,0.0,285
13428,7,52.0,162699.48,3128.836153846154,771.4615384615385,40,0.0,323
13429,152,4.0,252.97,63.2425,19.0,11,0.0,164
13430,25,13.0,854.24,65.71076923076923,15.76923076923077,21,0.0,346
13431,67,3.0,160.35,53.449999999999996,19.0,7,0.0,239
13432,267,1.0,152.18,152.18,27.0,3,0.0,0
13433,10,10.0,417.22,41.722,14.6,18,0.0,274
13434,3,7.0,320.46,45.779999999999994,10.857142857142858,8,0.0,197
13435,17,9.0,546.5500000000001,60.72777777777779,15.0,14,0.0,327
13436,6,18.0,7497.9400000000005,416.55222222222227,101.22222222222223,35,0.0,300
13437,365,1.0,1.92,1.92,1.0,1,0.0,0
13438,61,3.0,233.79999999999998,77.93333333333332,21.0,10,0.0,135
13440,193,1.0,42.97,42.97,16.0,3,0.0,0
13441,83,1.0,4.74,4.74,3.0,1,0.0,0
13442,19,24.0,8891.79,370.49125000000004,111.08333333333333,39,0.0,327
13443,18,32.0,11706.210000000001,365.81906250000003,99.875,40,0.030303030303030304,332
13444,45,12.0,407.87,33.98916666666667,11.166666666666666,21,0.0,310
13445,11,33.0,12140.67,367.8990909090909,90.78787878787878,39,0.0,311
13446,23,10.0,833.64,83.364,16.4,18,0.0,276
13447,20,20.0,8915.81,445.79049999999995,105.95,37,0.0,350
13448,14,7.0,363.62,51.94571428571429,13.285714285714286,13,0.125,206
13449,8,22.0,7477.38,339.8809090909091,90.18181818181819,38,0.0,350
13450,2,33.0,99593.46,3017.9836363636364,777.3939393939394,40,0.029411764705882353,280
13451,28,2.0,30.96,15.48,4.5,2,0.0,172
13452,12,33.0,86523.17,2621.9142424242423,728.2121212121212,40,0.05714285714285714,314
13453,6,15.0,796.76,53.117333333333335,14.533333333333333,24,0.0,256
13454,29,52.0,161683.91,3109.305961538462,826.0,40,0.0,317
13455,24,9.0,564.76,62.75111111111111,13.11111111111111,18,0.0,227
13456,91,7.0,337.12,48.160000000000004,16.285714285714285,16,0.0,238
13457,28,1.0,35.879999999999995,35.879999999999995,15.0,3,0.0,0
13458,91,4.0,132.56,33.14,13.25,8,0.0,201
13459,5,48.0,131147.34,2732.23625,726.2083333333334,40,0.02040816326530612,307
13460,17,17.0,847.07,49.82764705882353,15.588235294117647,30,0.0,247
13461,22,9.0,435.19,48.35444444444445,13.88888888888889,18,0.0,176
13462,5,1.0,43.4,43.4,5.0,1,0.0,0
13463,9,16.0,870.71,54.419375,14.125,29,0.0,321
13464,75,11.0,919.4300000000001,83.58454545454546,18.545454545454547,23,0.08333333333333333,253
13465,41,4.0,145.65,36.4125,15.5,7,0.2,249
13466,1,3.0,140.85,46.949999999999996,12.0,7,0.0,172
13467,281,2.0,133.37,66.685,17.5,6,0.0,56
13468,352,1.0,197.63,197.63,16.0,1,0.0,0
13469,281,1.0,56.0,56.0,10.0,1,0.0,0
13470,13,12.0,816.85,68.07083333333334,15.333333333333334,23,0.0,308
13471,12,26.0,9429.4,362.66923076923075,93.42307692307692,40,0.0,265
13472,5,11.0,787.91,71.62818181818182,18.545454545454547,26,0.0,322
13473,22,28.0,9696.16,346.2914285714286,94.0,38,0.034482758620689655,317
13474,7,49.0,133678.39,2728.1304081632657,714.5102040816327,40,0.02,337
13475,272,1.0,14.94,14.94,16.0,2,0.0,0
13476,77,8.0,718.45,89.80625,17.25,17,0.0,234
13477,2,42.0,117581.68,2799.563809523809,725.0,40,0.023255813953488372,331
13478,244,4.0,412.25,103.0625,28.5,14,0.0,120
13479,340,1.0,156.87,156.87,29.0,4,0.0,0
13480,150,2.0,39.14,19.57,10.0,4,0.0,164
13481,78,11.0,788.13,71.64818181818181,14.363636363636363,18,0.0,196
13482,5,20.0,7646.66,382.33299999999997,109.2,36,0.047619047619047616,283
13483,24,28.0,10943.57,390.8417857142857,93.75,39,0.0,290
13484,73,1.0,18.71,18.71,12.0,2,0.5,0
13485,356,1.0,63.88999999999999,63.88999999999999,19.0,3,0.0,0
13486,22,1.0,72.4,72.4,15.0,2,0.0,0
13487,18,29.0,9971.22,343.8351724137931,89.58620689655173,38,0.0,337
13488,206,3.0,227.28,75.76,15.666666666666666,6,0.0,154
13489,32,4.0,167.45,41.8625,11.75,5,0.0,89
13490,8,11.0,552.58,50.23454545454546,12.636363636363637,17,0.0,346
13491,27,13.0,660.12,50.77846153846154,12.384615384615385,21,0.0,317
13492,4,4.0,266.64,66.66,16.25,10,0.0,333
13493,141,2.0,61.32,30.66,12.5,4,0.0,147
13494,59,8.0,325.96999999999997,40.746249999999996,17.625,16,0.0,222
13495,1,34.0,9680.76,284.72823529411767,69.08823529411765,39,0.0,328
13496,251,1.0,53.81,53.81,21.0,3,0.0,0
13497,128,2.0,63.76,31.88,16.5,6,0.0,68
13498,9,11.0,377.23,34.29363636363637,9.818181818181818,17,0.08333333333333333,286
13499,178,2.0,89.78,44.89,13.0,3,0.0,1
13500,8,4.0,295.15,73.7875,18.5,10,0.0,241
13501,8,30.0,10823.65,360.7883333333333,100.46666666666667,40,0.0,298
13502,42,8.0,380.99,47.62375,17.125,18,0.0,161
13503,150,2.0,75.0,37.5,11.5,3,0.0,218
13504,5,4.0,108.53,27.1325,9.0,4,0.0,117
13505,100,1.0,32.35,32.35,12.0,2,0.0,0
13506,19,38.0,92490.01,2433.947631578947,653.8421052631579,40,0.0,294
13507,277,1.0,34.8,34.8,17.0,3,0.0,0
13508,14,3.0,156.61,52.20333333333334,11.0,6,0.0,283
13509,35,4.0,279.01,69.7525,19.75,10,0.0,152
13510,188,1.0,13.44,13.44,8.0,1,0.0,0
13511,111,1.0,35.44,35.44,10.0,2,0.0,0
13512,29,8.0,255.33,31.91625,9.0,14,0.0,159
13513,6,3.0,267.3,89.10000000000001,19.0,8,0.0,320
13514,189,4.0,371.3,92.825,19.0,12,0.0,175
13515,40,13.0,709.02,54.54,12.153846153846153,22,0.0,218
13516,22,6.0,260.52,43.419999999999995,10.833333333333334,11,0.0,235
13517,14,7.0,371.55,53.07857142857143,10.857142857142858,9,0.0,322
13518,52,13.0,962.52,74.03999999999999,17.615384615384617,25,0.0,268
13519,44,5.0,325.23,65.046,19.4,15,0.0,232
13520,7,41.0,110449.84,2693.898536585366,693.829268292683,40,0.046511627906976744,337
13521,281,1.0,13.44,13.44,3.0,1,0.0,0
13522,36,5.0,320.11,64.022,16.6,12,0.0,266
13523,33,14.0,964.18,68.86999999999999,19.5,27,0.0,253
13524,13,9.0,763.45,84.82777777777778,19.666666666666668,22,0.0,310
13525,116,1.0,26.84,26.84,8.0,3,0.0,0
13526,4,9.0,481.89000000000004,53.54333333333334,14.11111111111111,16,0.0,276
13527,12,6.0,426.05,71.00833333333334,19.333333333333332,14,0.0,324
13528,18,21.0,6347.11,302.24333333333334,96.0952380952381,36,0.0,341
13529,125,3.0,52.81,17.603333333333335,3.6666666666666665,3,0.0,121
13530,9,1.0,59.24,59.24,11.0,2,0.0,0
13531,11,15.0,1095.29,73.01933333333334,18.133333333333333,26,0.0,221
13532,30,10.0,298.29,29.829,13.9,16,0.0,258
13533,69,1.0,162.3,162.3,25.0,3,0.0,0
13534,47,12.0,390.75,32.5625,10.333333333333334,19,0.0,192
13535,4,43.0,125657.45,2922.2662790697673,735.2790697674419,40,0.0,334
13536,30,43.0,120590.96,2804.4409302325585,764.2558139534884,40,0.0,321
13537,155,2.0,240.19,120.095,25.0,8,0.0,58
13538,87,6.0,172.46,28.743333333333336,13.166666666666666,11,0.0,275
13539,5,53.0,142913.16,2696.474716981132,679.5471698113207,40,0.018518518518518517,326
13540,72,1.0,204.21,204.21,21.0,3,0.0,0
13541,105,4.0,186.54000000000002,46.635000000000005,15.25,11,0.0,238
13542,39,14.0,778.17,55.583571428571425,17.428571428571427,24,0.0,211
13543,90,9.0,563.25,62.583333333333336,15.666666666666666,20,0.0,191
13544,128,1.0,74.00999999999999,74.00999999999999,16.0,3,0.0,0
13545,105,7.0,295.62,42.23142857142857,14.571428571428571,9,0.125,218
13546,329,1.0,144.06,144.06,17.0,3,0.0,0
13547,23,26.0,9681.15,372.3519230769231,93.07692307692308,39,0.0,294
13548,82,2.0,71.54,35.77,16.0,4,0.0,92
13549,49,11.0,965.83,87.80272727272728,19.363636363636363,23,0.0,278
13550,20,11.0,687.44,62.49454545454546,12.636363636363637,20,0.0,290
13551,45,10.0,742.61,74.261,18.1,21,0.0,198
13552,126,5.0,203.45,40.69,8.8,7,0.0,178
13553,13,9.0,495.14,55.01555555555555,11.555555555555555,14,0.0,255
13554,69,3.0,124.51,41.50333333333334,12.666666666666666,7,0.0,239
13555,40,13.0,646.13,49.70230769230769,15.23076923076923,17,0.07142857142857142,282
13556,2,47.0,127508.72,2712.951489361702,707.5957446808511,40,0.020833333333333332,330
13557,5,46.0,145164.67,3155.753695652174,792.2391304347826,40,0.0,329
13558,12,5.0,479.28,95.856,25.8,16,0.0,294
13559,22,7.0,269.76,38.537142857142854,11.0,12,0.0,294
13560,133,4.0,158.94,39.735,13.75,12,0.0,171
13561,8,11.0,276.8,25.163636363636364,7.7272727272727275,14,0.08333333333333333,316
13562,16,9.0,866.61,96.29,20.88888888888889,18,0.0,279
13563,4,32.0,11371.63,355.3634375,95.46875,40,0.0,331
13564,82,4.0,377.28,94.32,19.75,13,0.0,192
13565,151,2.0,220.28,110.14,30.0,7,0.0,55
13566,14,12.0,827.34,68.94500000000001,17.083333333333332,20,0.0,315
13567,36,21.0,8687.95,413.7119047619048,89.76190476190476,37,0.045454545454545456,243
13568,22,5.0,310.07,62.013999999999996,21.2,14,0.0,250
13569,50,28.0,9104.2,325.15000000000003,93.32142857142857,39,0.06666666666666667,252
13570,141,3.0,244.36,81.45333333333333,19.0,6,0.0,149
13571,164,1.0,89.53,89.53,21.0,3,0.0,0
13572,231,1.0,27.05,27.05,5.0,1,0.0,0
13574,76,5.0,400.07,80.014,17.8,11,0.16666666666666666,270
13575,67,11.0,430.21999999999997,39.11090909090909,9.454545454545455,15,0.08333333333333333,197
13576,59,2.0,115.94999999999999,57.974999999999994,13.0,4,0.0,20
13577,16,18.0,7314.82,406.37888888888887,94.66666666666667,36,0.0,279
13578,4,50.0,153680.99,3073.6198,805.42,40,0.0196078431372549,334
13579,6,31.0,10343.55,333.6629032258064,88.16129032258064,40,0.0,285
13580,21,43.0,128594.65,2990.5732558139534,771.3953488372093,40,0.022727272727272728,320
13581,18,6.0,382.10999999999996,63.684999999999995,11.833333333333334,8,0.0,198
13582,82,7.0,384.35,54.90714285714286,10.142857142857142,11,0.0,276
13583,15,25.0,8535.57,341.4228,95.8,39,0.0,294
13584,54,9.0,366.38,40.708888888888886,11.11111111111111,15,0.0,230
13585,11,31.0,10489.07,338.35709677419356,97.06451612903226,40,0.0,310
13586,145,3.0,218.05,72.68333333333334,16.333333333333332,10,0.0,221
13587,149,2.0,54.11,27.055,12.0,4,0.0,180
13588,261,1.0,9.3,9.3,6.0,1,0.0,0
13589,30,5.0,207.46,41.492000000000004,13.6,9,0.0,303
13590,173,1.0,73.35,73.35,25.0,4,0.0,0
13591,198,1.0,58.74,58.74,19.0,3,0.0,0
13592,6,34.0,101983.2,2999.505882352941,801.3529411764706,40,0.0,284
13593,13,27.0,9420.79,348.9181481481482,87.66666666666667,39,0.03571428571428571,324
13594,11,11.0,760.1,69.10000000000001,18.181818181818183,21,0.0,210
13595,187,1.0,4.52,4.52,4.0,1,0.0,0
13596,121,2.0,28.090000000000003,14.045000000000002,7.0,2,0.0,32
13597,25,12.0,639.73,53.310833333333335,15.25,23,0.0,165
13598,10,13.0,676.29,52.02230769230769,15.923076923076923,24,0.07142857142857142,318
13599,18,14.0,711.87,50.847857142857144,14.142857142857142,25,0.06666666666666667,318
13600,44,13.0,953.76,73.36615384615385,16.923076923076923,26,0.0,266
13601,25,11.0,368.15000000000003,33.46818181818182,9.727272727272727,17,0.0,168
13602,6,10.0,486.26,48.626,12.3,17,0.0,259
13603,66,1.0,54.09,54.09,24.0,3,0.0,0
13604,108,3.0,365.59,121.86333333333333,16.333333333333332,9,0.0,184
13605,219,1.0,69.63,69.63,18.0,4,0.0,0
13606,9,27.0,9093.75,336.80555555555554,102.25925925925925,39,0.03571428571428571,320
13607,9,54.73999999999978,163212.43939999994,3009.1687500000003,814.8035714285714,40,0.0,342
13608,31,6.0,310.81,51.80166666666667,13.333333333333334,12,0.0,301
13609,14,38.0,115336.78,3035.1784210526316,818.6315789473684,40,0.0,342
13610,23,2.0,250.64,125.32,17.0,5,0.0,161
13611,8,54.73999999999978,154589.82,2810.724,766.0181818181818,40,0.017857142857142856,341
13612,240,3.0,98.03999999999999,32.68,14.0,8,0.0,129
13613,79,1.0,61.730000000000004,61.730000000000004,13.0,2,0.0,0
13615,238,4.0,184.26999999999998,46.067499999999995,12.0,7,0.0,80
13616,198,5.0,78.28,15.656,5.0,7,0.16666666666666666,173
13617,22,47.0,161591.77,3242.0495346572093,840.2517777777778,40,0.020833333333333332,329
13618,1,3.0,208.41,69.47,17.666666666666668,6,0.0,263
13619,53,1.0,26.4,26.4,5.0,1,0.0,0
13620,70,3.0,272.56,90.85333333333334,18.666666666666668,9,0.0,77
13621,329,1.0,99.69,99.69,34.0,4,0.5,0
13623,5,30.0,9892.23,329.741,89.8,40,0.03225806451612903,305
13624,19,45.0,150477.73,3242.0495346572093,840.2517777777778,40,0.021739130434782608,313
13625,29,12.0,764.13,63.6775,16.083333333333332,21,0.0,268
13626,16,21.0,5840.4400000000005,278.1161904761905,78.14285714285714,37,0.0,276
13627,26,8.0,548.76,68.595,18.5,16,0.0,300
13628,36,9.0,523.57,58.17444444444445,14.0,17,0.0,242
13629,2,23.0,7700.57,334.8073913043478,91.26086956521739,38,0.0,244
13630,14,8.0,313.73,39.21625,14.5,18,0.0,305
13631,17,15.0,1057.9,70.52666666666667,18.666666666666668,30,0.0,327
13632,135,1.0,228.11,228.11,32.0,5,0.0,0
13633,4,44.0,115185.92,2617.8618181818183,759.5454545454545,40,0.022222222222222223,307
13634,18,4.0,88.11,22.0275,9.0,5,0.0,310
13635,5,28.0,10344.56,369.4485714285714,101.39285714285714,38,0.0,325
13636,187,7.0,326.09000000000003,46.58428571428572,17.285714285714285,15,0.0,165
13637,10,17.0,7229.44,425.2611764705882,110.76470588235294,40,0.05555555555555555,317
13638,36,17.0,5855.56,344.444705882353,86.88235294117646,36,0.0,236
13639,80,3.0,162.28,54.093333333333334,10.333333333333334,5,0.0,172
13640,140,3.0,194.64000000000001,64.88000000000001,13.333333333333334,5,0.0,86
13641,52,5.0,259.18,51.836,15.4,11,0.0,280
13642,37,10.0,407.65999999999997,40.766,9.9,16,0.0,299
13643,11,44.0,135881.24,3088.2099999999996,840.2517777777778,40,0.0,321
13644,137,3.0,85.32,28.439999999999998,9.0,3,0.0,132
13645,5,24.0,8861.72,369.2383333333333,106.25,40,0.0,299
13646,41,5.0,307.07,61.414,14.2,9,0.0,54
13647,41,14.0,861.6800000000001,61.548571428571435,16.785714285714285,22,0.0,243
13649,1,12.0,591.1,49.25833333333333,12.333333333333334,20,0.0,293
13650,75,10.0,527.49,52.749,14.4,18,0.0,194
13651,214,2.0,31.840000000000003,15.920000000000002,7.5,2,0.0,16
13652,1,1.0,56.370000000000005,56.370000000000005,23.0,4,0.0,0
13653,163,1.0,12.28,12.28,3.0,3,0.0,0
13654,34,7.0,410.64,58.66285714285714,13.857142857142858,13,0.0,269
13655,2,24.0,9428.86,392.8691666666667,98.875,36,0.0,313
13656,6,11.0,645.6800000000001,58.69818181818182,14.909090909090908,21,0.0,213
13657,10,9.0,377.17,41.90777777777778,12.444444444444445,16,0.0,182
13658,76,2.0,34.43,17.215,10.0,4,0.0,95
13659,7,2.0,54.65,27.325,10.0,3,0.0,135
13660,8,26.0,10771.58,414.29153846153844,102.8076923076923,40,0.0,335
13661,208,1.0,83.3,83.3,14.0,2,0.0,0
13662,310,2.0,21.42,10.71,6.0,2,0.0,7
13663,214,1.0,58.56,58.56,32.0,4,0.0,0
13664,7,11.0,426.76,38.79636363636364,14.272727272727273,21,0.0,283
13665,17,8.0,287.44,35.93,9.75,12,0.0,295
13666,11,13.0,635.54,48.887692307692305,14.461538461538462,24,0.0,231
13667,27,2.0,132.37,66.185,11.5,3,0.0,319
13668,32,3.0,49.22,16.406666666666666,4.333333333333333,4,0.0,237
13669,34,10.0,470.75,47.075,13.6,19,0.0,318
13670,51,14.0,934.99,66.785,17.357142857142858,26,0.06666666666666667,207
13671,215,1.0,7.5,7.5,7.0,2,0.0,0
13672,8,12.0,530.45,44.20416666666667,13.75,21,0.0,317
13673,87,6.0,364.77,60.794999999999995,18.333333333333332,16,0.0,249
13674,2,37.0,13690.75,370.02027027027026,103.13513513513513,40,0.0,341
13675,97,6.0,218.94,36.49,10.0,10,0.0,205
13676,65,13.0,623.36,47.95076923076923,14.076923076923077,18,0.0,253
13677,15,28.0,10923.71,390.1325,102.35714285714286,38,0.034482758620689655,311
13678,37,1.0,34.53,34.53,15.0,3,0.0,0
13679,4,50.0,163212.43939999994,3242.0495346572093,840.2517777777778,40,0.0196078431372549,351
13680,15,22.0,8828.56,401.2981818181818,97.22727272727273,38,0.0,325
13681,6,20.0,9256.58,462.829,113.35,40,0.0,330
13682,301,1.0,20.51,20.51,11.0,3,0.0,0
13683,119,4.0,248.01,62.0025,19.25,9,0.0,190
13684,72,2.0,49.9,24.95,7.0,3,0.0,31
13685,79,3.0,133.60999999999999,44.53666666666666,13.0,6,0.0,212
13686,192,2.0,122.28,61.14,19.5,4,0.0,1
13687,26,25.0,7408.15,296.32599999999996,85.96,39,0.038461538461538464,304
13688,38,23.0,7615.650000000001,331.1152173913044,95.91304347826087,37,0.0,276
13689,27,8.0,476.62,59.5775,13.375,17,0.0,258
13690,191,3.0,65.3,21.766666666666666,8.666666666666666,4,0.0,145
13691,28,18.0,5727.11,318.17277777777775,90.94444444444444,36,0.14285714285714285,244
13692,28,5.0,173.9,34.78,12.2,8,0.16666666666666666,95
13693,9,25.0,8961.06,358.44239999999996,94.84,38,0.038461538461538464,342
13694,5,8.0,577.35,72.16875,13.375,12,0.0,312
13695,37,10.0,512.56,51.25599999999999,14.3,20,0.0,269
13696,58,3.0,95.94,31.98,10.333333333333334,5,0.0,151
13697,178,5.0,385.09,77.018,23.2,14,0.0,149
13698,2,47.0,121924.19,2594.1317021276595,691.7872340425532,40,0.0,363
13699,185,1.0,70.24000000000001,70.24000000000001,35.0,4,0.0,0
13700,18,29.0,10104.97,348.4472413793103,95.96551724137932,39,0.0,313
13701,270,1.0,90.47,90.47,20.0,3,0.5,0
13702,5,10.0,588.65,58.864999999999995,15.1,20,0.0,296
13703,25,22.0,8086.41,367.5640909090909,90.81818181818181,37,0.0,311
13704,9,49.0,150011.45,3061.458163265306,809.6326530612245,40,0.0,321
13705,86,5.0,411.74,82.348,21.6,11,0.0,256
13706,78,8.0,254.09,31.76125,11.25,14,0.0,276
13707,6,31.0,10271.27,331.3312903225807,95.96774193548387,39,0.06060606060606061,357
13708,22,9.0,478.28,53.142222222222216,15.777777777777779,23,0.1,187
13709,241,1.0,29.87,29.87,6.0,2,0.0,0
13710,42,2.0,27.45,13.725,9.0,2,0.0,329
13711,73,11.0,722.4399999999999,65.67636363636363,15.909090909090908,19,0.0,206
13712,348,1.0,36.8,36.8,10.0,1,0.0,0
13713,82,1.0,49.8,49.8,12.0,2,0.0,0
13714,90,6.0,315.9,52.65,15.333333333333334,13,0.0,185
